ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,Action1-PentaClass_2,Action1_CAMEO_2,Action2-PentaClass_2,Action2_CAMEO_2,Action3-PentaClass_2,Action3_CAMEO_2,anncomplete_3,entities_3,relations_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action2-PentaClass_4,Action2_CAMEO_4,Action1-PentaClass_4,Action1_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4
aN2Cr3ccguOR3j0ydooP4WF78bhC-cameo_200.csv_20,"No. 142 sentences BEIJING, March 21 (Xinhua) -- Chinese authorities Thursday announced detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries.",No. 142 ,"BEIJING, March 21 (Xinhua) -- Chinese authorities Thursday announced detailed measures to implement the country's value-added tax (VAT) reform to further reduce the tax burden on various industries.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aBMSUWKzNbGExCVmJDeaTXzhS58u-cameo_200.csv_21,No. 131 sentences SINGAPORE: This year's National Day Rally comes as Singapore celebrates 50 years of nationhood.,No. 131 ,SINGAPORE: This year's National Day Rally comes as Singapore celebrates 50 years of nationhood.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aq9wXDzfJGjItlwiX9hnyGWvHYeO-cameo_200.csv_22,"No. 147 sentences CESME, Turkey -- NATO defense ministers are discussing nuclear planning in the face of a Soviet refusal to resume talks on limiting nuclear weapons.",No. 147 ,"CESME, Turkey -- NATO defense ministers are discussing nuclear planning in the face of a Soviet refusal to resume talks on limiting nuclear weapons.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aAkts1PIuOe9Zm8ax_I4dy7Qxhbi-cameo_200.csv_23,"No. 106 sentences The trial of former bosses at France Telecom, including its ex-chief executive, over a spate of suicides at the firm was set to wrap up Thursday with the defendants risking up to a year in jail.",No. 106 ,"The trial of former bosses at France Telecom, including its ex-chief executive, over a spate of suicides at the firm was set to wrap up Thursday with the defendants risking up to a year in jail.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a3owqZ7P01_tGYGxV2cGy6PzUjLC-cameo_200.csv_24,"No. 129 sentences Extending a trend of recent years, global executions fell by nearly one-third in 2018 from the previous year, the lowest figure in at least a decade, according to a report published by Amnesty International.",No. 129 ,"Extending a trend of recent years, global executions fell by nearly one-third in 2018 from the previous year, the lowest figure in at least a decade, according to a report published by Amnesty International.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aYfBk8.5RhOyYy8SP4Uged5V8bXW-cameo_200.csv_25,"No. 195 sentences Prime Minister Abe said his victory in national elections had hardened his resolve to ""firmly deal"" with North Korea after its recent nuclear and missile tests that angered Pacific region neighbors and prompted extra UN sanctions.",No. 195 ,"Prime Minister Abe said his victory in national elections had hardened his resolve to ""firmly deal"" with North Korea after its recent nuclear and missile tests that angered Pacific region neighbors and prompted extra UN sanctions.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aYZLWd8yTIQv0SnLO6CSslfO3e9u-cameo_200.csv_26,"No. 164 sentences ALGIERS, Oct. 27 (Xinhua) -- The National Union of Magistrates (NUM) in Algeria on Sunday said in a statement that it has begun an unlimited strike to protest against ""lack of independence of the judiciary.""",No. 164 ,"ALGIERS, Oct. 27 (Xinhua) -- The National Union of Magistrates (NUM) in Algeria on Sunday said in a statement that it has begun an unlimited strike to protest against ""lack of independence of the judiciary.""",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aCS6tTO05CdEPpODTiUbPSnSy4pq-cameo_200.csv_27,"No. 146 sentences Prostitutes stand behind red-lit windows, waiting for customers in Amsterdam's Red Light district, where brothels have been legal since 2000, unlike in the UK.",No. 146 ,"Prostitutes stand behind red-lit windows, waiting for customers in Amsterdam's Red Light district, where brothels have been legal since 2000, unlike in the UK.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a_KbP6MTKLLzS1wC5GZsH.aNQhEK-cameo_200.csv_28,"No. 170 sentences CAIRO: A suicide car bombing in Egypt's Sinai Peninsula killed at least 28 soldiers on Friday (Oct 24), in the deadliest attack on security forces since the army deposed president Mohamed Morsi last year.",No. 170 ,"CAIRO: A suicide car bombing in Egypt's Sinai Peninsula killed at least 28 soldiers on Friday (Oct 24), in the deadliest attack on security forces since the army deposed president Mohamed Morsi last year.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a5pQF6wTsyoQ9izXBwF7Z8lO77Fm-cameo_200.csv_29,"No. 138 sentences A driver arrested for being three times over the legal drink drive limit was found ""optimistically"" trying to change a tyre after a crash, police said.",No. 138 ,"A driver arrested for being three times over the legal drink drive limit was found ""optimistically"" trying to change a tyre after a crash, police said.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aBMHS3.m1cMPQWZlug78hStjxcAK-cameo_200.csv_30,No. 196 sentences Police and firefighters on Friday began investigating the fire that destroyed Okinawa's Shuri Castle the previous day.,No. 196 ,Police and firefighters on Friday began investigating the fire that destroyed Okinawa's Shuri Castle the previous day.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
akIKvO9HOf2N74c5iS3htwNoQGT0-cameo_200.csv_31,No. 187 sentences MIAMI A federal jury on Thursday convicted the son of the former president of Liberia of torturing suspected opponents of his father's government.,No. 187 ,MIAMI A federal jury on Thursday convicted the son of the former president of Liberia of torturing suspected opponents of his father's government.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a0XH0ZF29s3YhtSZx4UxDw_VE3qC-cameo_200.csv_32,"No. 194 sentences The four candidates competing for two open seats on the Board of Supervisors have spent more than $300,000 on their campaigns, but Ventura County election officials are predicting that despite such heavy spending, only about 59% of the county's 351,921 reg",No. 194 ,"The four candidates competing for two open seats on the Board of Supervisors have spent more than $300,000 on their campaigns, but Ventura County election officials are predicting that despite such heavy spending, only about 59% of the county's 351,921 reg",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aj58c22887JIbuRIAthUMHeFuMl0-cameo_200.csv_33,No. 182 sentences Blood stains the ground around the damaged bus after seven women and four men lost their lives in a rocket attack apparently intended for a government checkpoint.,No. 182 ,Blood stains the ground around the damaged bus after seven women and four men lost their lives in a rocket attack apparently intended for a government checkpoint.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aq5COrHYWUbjhEs1qpv8I7q22YnS-cameo_200.csv_34,"No. 116 sentences The president of Equatorial Guinea has pledged to protect the former Gambian leader Yahya Jammeh, who is living in exile in the tiny central African country.",No. 116 ,"The president of Equatorial Guinea has pledged to protect the former Gambian leader Yahya Jammeh, who is living in exile in the tiny central African country.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aQaGlS23r6aZSOZdoOGWvemCZIJq-cameo_200.csv_35,"No. 166 sentences Since the government apologised for its sluggish and ineffectual response to the Grenfell Tower fire, some steps have been taken to address the disaster.",No. 166 ,"Since the government apologised for its sluggish and ineffectual response to the Grenfell Tower fire, some steps have been taken to address the disaster.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aMCuO42y219gp6tRC_b8IV9oFIHe-cameo_200.csv_36,"No. 115 sentences A thinner but combative Saddam Hussein appeared in court Wednesday for the first time since his hunger strike and hospitalization, complaining that he had been brought to the chamber against his will and rejecting the tribunal as an agent of the U.S. occup",No. 115 ,"A thinner but combative Saddam Hussein appeared in court Wednesday for the first time since his hunger strike and hospitalization, complaining that he had been brought to the chamber against his will and rejecting the tribunal as an agent of the U.S. occup",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a7yKP_06TRFb10ecFIN5vE9KOLWi-cameo_200.csv_37,No. 181 sentences Chinese Foreign Ministry spokeswoman Hua Chunying said Japan should 'rigorously respect its international commitments to nuclear safety and non-proliferation'.,No. 181 ,Chinese Foreign Ministry spokeswoman Hua Chunying said Japan should 'rigorously respect its international commitments to nuclear safety and non-proliferation'.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
auKekmL2j26jLWzTB1RLzYV4EiSq-cameo_200.csv_38,"No. 177 sentences The high court should sit in secret when the former foreign secretary Jack Straw faces a damages claim over his alleged role in the abduction and torture of a Libyan dissident and his pregnant wife, a ruling has said.",No. 177 ,"The high court should sit in secret when the former foreign secretary Jack Straw faces a damages claim over his alleged role in the abduction and torture of a Libyan dissident and his pregnant wife, a ruling has said.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
anZKXudm2UFIlJBK2LR8.84Ktinq-cameo_200.csv_39,No. 118 sentences A judicial magistrate of Cantt courts Wednesday handed over a wild black bear to the Wildlife Department after getting its possession from a juggler.,No. 118 ,A judicial magistrate of Cantt courts Wednesday handed over a wild black bear to the Wildlife Department after getting its possession from a juggler.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a8tvYhWxcd7zY7ZNDsR0nooeLD.i-cameo_200.csv_40,"No. 123 sentences Stop stalling and appoint your Cabinet, was the DA's advice to President Cyril Ramaphosa ahead of the swearing in of David Mabuza as an MP on Tuesday.",No. 123 ,"Stop stalling and appoint your Cabinet, was the DA's advice to President Cyril Ramaphosa ahead of the swearing in of David Mabuza as an MP on Tuesday.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aluIVbHlakOnUMnd16ZPAH5Ul3nG-cameo_200.csv_41,"No. 185 sentences The action comes ""in response to a number of troubling and escalatory indications and warnings,"" White House national security adviser John Bolton said in a statement | Chip Somodevilla/Getty Images",No. 185 ,"The action comes ""in response to a number of troubling and escalatory indications and warnings,"" White House national security adviser John Bolton said in a statement | Chip Somodevilla/Getty Images",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
acDJ9B2KrqtPMirNVSrkiUpNicJC-cameo_200.csv_42,"No. 104 sentences In light of the anonymous The New York Times op-ed written by a senior administration official, NPR's Michel Martin speaks with Peter Edelman who publically resigned from the Clinton administration.",No. 104 ,"In light of the anonymous The New York Times op-ed written by a senior administration official, NPR's Michel Martin speaks with Peter Edelman who publically resigned from the Clinton administration.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
arl.kVZStbKp.6YIwQvxSJvwChwG-cameo_200.csv_43,No. 189 sentences The Black Lives Matter movement isn't named in any of the 120 statewide ballot measures up for a vote on Nov. 3.,No. 189 ,The Black Lives Matter movement isn't named in any of the 120 statewide ballot measures up for a vote on Nov. 3.,FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aaA6CukHxSWONqcWpVvKKrsnNUCK-cameo_200.csv_44,"No. 133 sentences The motor ship Sparta carrying 475 tonnes of humanitarian aid for the war-torn regions of Syria arrived at the logistics center of the Russian Navy in Tartus, Viktor Alekseev, deputy commander of the Russian Armed Force",No. 133 ,"The motor ship Sparta carrying 475 tonnes of humanitarian aid for the war-torn regions of Syria arrived at the logistics center of the Russian Navy in Tartus, Viktor Alekseev, deputy commander of the Russian Armed Force",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
ac03xqz6gsnCge1oR0CA6m7qGi24-cameo_200.csv_45,"No. 112 sentences In this April 25, 2006 file photo, U.S. Attorney John Durham speaks to reporters on the steps of U.S. District Court in New Haven, Conn.",No. 112 ,"In this April 25, 2006 file photo, U.S. Attorney John Durham speaks to reporters on the steps of U.S. District Court in New Haven, Conn.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a30cqqYYpfGIfklcjg69.rSenpSm-cameo_200.csv_46,"No. 158 sentences Years after she was twice convicted and then twice acquitted for murder in Italy, Amanda Knox will be taking her opinions into the public sphere through an advice column in a local Seattle publication.",No. 158 ,"Years after she was twice convicted and then twice acquitted for murder in Italy, Amanda Knox will be taking her opinions into the public sphere through an advice column in a local Seattle publication.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
apmqwLMj0G.vQAVWOEvYay8.jWU8-cameo_200.csv_47,"No. 135 sentences The Philippine military on Tuesday rescued almost 80 of the 100 hostages being held by Muslim rebels, a major breakthrough in a battle that has paralyzed an important southern city for more than a week.",No. 135 ,"The Philippine military on Tuesday rescued almost 80 of the 100 hostages being held by Muslim rebels, a major breakthrough in a battle that has paralyzed an important southern city for more than a week.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
a6Nf4BBEZ.GuDENhw4xlQxeNAnHK-cameo_200.csv_48,"No. 137 sentences As Americans across the nation head to the polls this Election Day Tuesday, President Obama conducts meetings on the global economy and the fight to contain Ebola.",No. 137 ,"As Americans across the nation head to the polls this Election Day Tuesday, President Obama conducts meetings on the global economy and the fight to contain Ebola.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aQLMjb_ax7gh3qC9jJEm9FGpkmmm-cameo_200.csv_49,"No. 188 sentences The Cape Town woman assaulted by a driver after she refused to get into his taxi possibly avoided a dangerous encounter with a gang, the Western Cape transport ministry has said.",No. 188 ,"The Cape Town woman assaulted by a driver after she refused to get into his taxi possibly avoided a dangerous encounter with a gang, the Western Cape transport ministry has said.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
avt1C8XqyCWGg91sQBVMo14zkB5K-cameo_200.csv_50,"No. 186 sentences Bulawayo, Zimbabwe - On November 24, Emmerson Mnangagwa arrived in Harare's main sports stadium to the cheers of tens of thousands of enthusiastic supporters.",No. 186 ,"Bulawayo, Zimbabwe - On November 24, Emmerson Mnangagwa arrived in Harare's main sports stadium to the cheers of tens of thousands of enthusiastic supporters.",FALSE,[],[],,,,,,,,FALSE,[],[],,,,,,,,FALSE,[],[],FALSE,[],[],,,,,,,
aYPpWmS3VGUlVGqUmtqkqaMDz7Va-cameo_200.csv_100,"No. 200 sentences After decades of moral arguments reaching biblical proportions, after long, twisted journeys to the nation's highest court and back, the death penalty may be abandoned by several states for a reason having nothing to do with right or wrong:",No. 200 ,"After decades of moral arguments reaching biblical proportions, after long, twisted journeys to the nation's highest court and back, the death penalty may be abandoned by several states for a reason having nothing to do with right or wrong:",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aKmGsq6m4AzM4LxjAKIHn5WMcbnq-cameo_200.csv_99,"No. 122 sentences Two pedestrians were killed and a third critically injured in East Oakland on Saturday when a car jumped a curb and struck them on International Boulevard, pinning one of the men against a retaining wall, authorities said.",No. 122 ,"Two pedestrians were killed and a third critically injured in East Oakland on Saturday when a car jumped a curb and struck them on International Boulevard, pinning one of the men against a retaining wall, authorities said.",TRUE,[],[],FALSE,,,,,,,TRUE,[],[],FALSE,,,,,,,FALSE,[],[],TRUE,[],[],FALSE,,,,,,
aRUmdaZSRYbDHqPdDRSpZKrT5AlK-cameo_200.csv_90,"No. 148 sentences I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney, was sentenced to two and a half years in prison for perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t",No. 148 ,"I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney, was sentenced to two and a half years in prison for perjury and obstructing the investigation into the leaking of Central Intelligence Agency employee Valerie Plame's identity t",TRUE,"[('Target-1', 'former chief of staff', 30), ('Source-1', 'former chief of staff', 30), ('Action-1', 'sentenced', 83), ('Action-2', 'perjury', 131), ('Action-3', 'obstructing the investigation into the leaking of Central Intelligence Agency employee', 143)]","[[('Source-1', 'former chief of staff'), ('Action-1', 'sentenced')], [('Target-1', 'former chief of staff'), ('Action-3', 'obstructing the investigation into the leaking of Central Intelligence Agency employee')], [('Action-3', 'obstructing the investigation into the leaking of Central Intelligence Agency employee'), ('Action-2', 'perjury')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,4-Material Conflict,4-17 Coerce,,,TRUE,"[('Source-1', 'I. Lewis ""Scooter"" Libby', 0), ('Action-1', 'sentenced', 83)]","[[('Source-1', 'I. Lewis ""Scooter"" Libby'), ('Action-1', 'sentenced')]]",TRUE,3-Verbal Conflict,3-11 Disapprove,,,,,FALSE,[],[],TRUE,"[('Target-1', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney', 0), ('Source-2', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney', 0), ('Action-1', 'was sentenced', 79), ('Action-2', 'obstructing', 143)]","[[('Action-1', 'was sentenced'), ('Target-1', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney')], [('Source-2', 'I. Lewis ""Scooter"" Libby, the former chief of staff for Vice President Cheney'), ('Action-2', 'obstructing')]]",TRUE,4-Material Conflict,4-14 Protest,3-Verbal Conflict,3-11 Disapprove,,
