ids,plain_text,No,sentences,anncomplete_1,entities_1,relations_1,1_Relevant_1,Action1-PentaClass_1,Action1_CAMEO_1,Action2-PentaClass_1,Action2_CAMEO_1,Action3-PentaClass_1,Action3_CAMEO_1,anncomplete_2,entities_2,relations_2,1_Relevant_2,anncomplete_3,entities_3,relations_3,1_Relevant_3,Action1-PentaClass_3,Action1_CAMEO_3,Action2-PentaClass_3,Action2_CAMEO_3,Comments_3,Action3-PentaClass_3,Action3_CAMEO_3,anncomplete_4,entities_4,relations_4,1_Relevant_4,Action1-PentaClass_4,Action1_CAMEO_4,Action2-PentaClass_4,Action2_CAMEO_4,Action3-PentaClass_4,Action3_CAMEO_4,Action4-PentaClass_4,Action4_CAMEO_4,anncomplete_5,entities_5,relations_5,1_Relevant_5,Action1-PentaClass_5,Action1_CAMEO_5,Action2-PentaClass_5,Action2_CAMEO_5,Action3-PentaClass_5,Action3_CAMEO_5,Action4-PentaClass_5,Action4_CAMEO_5
asMiPXhmsgneJaSgF47ahH2711.i-cameo_100.csv_62,"No. 39 sentences Israel has admitted pathologists harvested organs from dead Palestinians, and others, without the consent of their families - a practice it said ended in the 1990s - it emerged at the weekend.",No. 39 ,"Israel has admitted pathologists harvested organs from dead Palestinians, and others, without the consent of their families - a practice it said ended in the 1990s - it emerged at the weekend.",True,[],[],False,,,,,,,True,"[('Source-1', 'Israel', 0), ('Action-1', 'harvested', 33), ('Target-1', 'dead Palestinians', 55)]",[],False,True,"[('Source-1', 'Israel', 0), ('Action-1', 'admitted', 11), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-2', 'dead Palestinians, and others', 55), ('Action-2', 'a practice', 126), ('Action-1', 'said', 140), ('Time', 'the weekend', 180)]","[[('Source-1', 'Israel'), ('Action-1', 'admitted')], [('Source-1', 'Israel'), ('Action-1', 'said')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Source-2', 'pathologists'), ('Action-2', 'a practice')], [('Action-2', 'harvested organs'), ('Target-2', 'dead Palestinians, and others')], [('Action-2', 'a practice'), ('Target-2', 'dead Palestinians, and others')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-18 Assualt,,,,True,[],[],False,,,,,,,,,True,"[('Source-1', 'Israel', 0), ('Action-1', 'has admitted', 7), ('Source-2', 'pathologists', 20), ('Action-2', 'harvested organs', 33), ('Target-2', 'dead Palestinians', 55), ('Target-2', 'others', 78), ('Action-3', 'said', 140), ('Time', 'the weekend', 180)]","[[('Source-1', 'Israel'), ('Action-1', 'has admitted')], [('Source-2', 'pathologists'), ('Action-2', 'harvested organs')], [('Action-2', 'harvested organs'), ('Target-2', 'dead Palestinians')], [('Action-2', 'harvested organs'), ('Target-2', 'others')], [('Source-1', 'Israel'), ('Action-3', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,4-Material Conflict,4-17 Coerce,0-Make a Statement,0-1 Make Public Statement,,
aC1aEw0SBDlmxwH7e_8_Ol8Km7Qu-cameo_100.csv_17,"No. 84 sentences The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",No. 84 ,"The long-range missile was thought to be a Taepodong 2 and failed about 35 seconds after launch, US state department officials said on Wednesday.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Target-1', 'long-range missile', 4), ('Target-1', 'Taepodong 2', 43), ('Action-1', 'failed', 59), ('Action-1', 'after launch', 83), ('Source-2', 'US state department officials', 97), ('Action-2', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Action-1', 'failed'), ('Target-1', 'long-range missile')], [('Action-1', 'failed'), ('Target-1', 'Taepodong 2')], [('Action-1', 'after launch'), ('Target-1', 'Taepodong 2')], [('Action-1', 'after launch'), ('Target-1', 'long-range missile')], [('Source-2', 'US state department officials'), ('Action-2', 'said')]]",True,4-Material Conflict,4-19 Fight,0-Make a Statement,0-1 Make Public Statement,,,,True,[],[],False,,,,,,,,,True,"[('Source-1', 'US state department officials', 97), ('Action-1', 'said', 127), ('Time', 'Wednesday', 135)]","[[('Source-1', 'US state department officials'), ('Action-1', 'said')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,
ap8DO_WSs_s5uKC8F.7PGcVSH7xK-cameo_100.csv_68,"No. 33 sentences Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",No. 33 ,"Angela Merkel kicks off her re-election drive on Tuesday at a congress of her conservative Christian Democrats (CDU), where the chancellor will be feted like a star for defending German interests in the euro zone crisis.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Target-1', 'Angela Merkel', 0), ('Target-1', 'her', 24), ('Time', 'Tuesday', 49), ('Target-1', 'her', 74), ('Source-1', 'conservative Christian Democrats (CDU', 78), ('Target-1', 'chancellor', 128), ('Action-1', 'feted like a star', 147)]","[[('Source-1', 'conservative Christian Democrats (CDU'), ('Action-1', 'feted like a star')], [('Action-1', 'feted like a star'), ('Target-1', 'Angela Merkel')], [('Action-1', 'feted like a star'), ('Target-1', 'her')], [('Action-1', 'feted like a star'), ('Target-1', 'chancellor')], [('Action-1', 'feted like a star'), ('Target-1', 'her')]]",True,1-Verbal Cooperation,0-1 Make Public Statement,,,,,,True,[],[],False,,,,,,,,,True,"[('Target-1', 'Angela Merkel', 0), ('Time', 'Tuesday', 49), ('Source-1', 'Christian Democrats (CDU)', 91), ('Action-1', 'will be feted', 139)]","[[('Source-1', 'Christian Democrats (CDU)'), ('Action-1', 'will be feted')], [('Action-1', 'will be feted'), ('Target-1', 'Angela Merkel')]]",True,1-Verbal Cooperation,1-5 Engage in Dip Coop,,,,,,
a8tMGyBftm0dff7JkPJuOYwwmKrK-cameo_100.csv_73,"No. 28 sentences The oil portrait ""Girl from the Sabine Mountains"" shows a peasant woman reclining, closing her eyes and stretching her billowing white sleeves behind her dark hair.",No. 28 ,"The oil portrait ""Girl from the Sabine Mountains"" shows a peasant woman reclining, closing her eyes and stretching her billowing white sleeves behind her dark hair.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aOiIttcBXS9fo9X75l2uUASq0jiK-cameo_100.csv_78,"No. 23 sentences In a long-awaited speech on his new Afghan strategy, US President Barack Obama said he would send an additional 30,000 troops to Afghanistan in the coming months.",No. 23 ,"In a long-awaited speech on his new Afghan strategy, US President Barack Obama said he would send an additional 30,000 troops to Afghanistan in the coming months.",True,[],[],False,,,,,,,True,[],[],False,True,"[('Source-1', 'Barack Obama', 66), ('Action-1', 'said', 79), ('Action-1', 'send an additional 30,000 troops', 93), ('Target-1', 'Afghanistan', 129)]","[[('Source-1', 'Barack Obama'), ('Action-1', 'said')], [('Source-1', 'Barack Obama'), ('Action-1', 'send an additional 30,000 troops')], [('Action-1', 'send an additional 30,000 troops'), ('Target-1', 'Afghanistan')]]",True,0-Make a Statement,0-1 Make Public Statement,,,,,,True,"[('Source-1', 'US', 53), ('Source-2', 'President Barack Obama', 56), ('Action-2', 'said', 79), ('Action-1', 'send', 93), ('Target-1', 'additional 30,000 troops to Afghanistan', 101), ('Time', 'coming months', 148)]","[[('Source-1', 'US'), ('Action-1', 'send')], [('Action-1', 'send'), ('Target-1', 'additional 30,000 troops to Afghanistan')], [('Source-2', 'President Barack Obama'), ('Action-2', 'said')]]",True,4-Material Conflict,4-15 Exhibit Force Posture,0-Make a Statement,0-1 Make Public Statement,,,,,True,"[('Source-1', 'US President Barack Obama', 53), ('Action-1', 'said', 79), ('Action-2', 'send', 93), ('Target-2', 'Afghanistan', 129)]","[[('Source-1', 'US President Barack Obama'), ('Action-1', 'said')], [('Action-2', 'send'), ('Target-2', 'Afghanistan')], [('Source-1', 'US President Barack Obama'), ('Action-2', 'send')]]",True,0-Make a Statement,0-1 Make Public Statement,2-Material Cooperation,2-7 Provide Aid,,,,
afVbORZTZPjeJKwqiPzixYoRy3yG-cameo_100.csv_77,No. 24 sentences Outgoing Public Advocate Letitia James took a parting shot at the de Blasio administration on Wednesday by dubbing the city's Housing Authority the worst landlord of the year.,No. 24 ,Outgoing Public Advocate Letitia James took a parting shot at the de Blasio administration on Wednesday by dubbing the city's Housing Authority the worst landlord of the year.,False,[],[],False,,,,,,,True,[],[],False,True,"[('Source-1', 'Public Advocate Letitia James', 9), ('Action-1', 'took a parting shot', 39), ('Target-1', 'de Blasio administration', 66), ('Time', 'Wednesday', 94), ('Action-1', ""dubbing the city's Housing Authority the worst landlord of the year"", 107)]","[[('Source-1', 'Public Advocate Letitia James'), ('Action-1', 'took a parting shot')], [('Source-1', 'Public Advocate Letitia James'), ('Action-1', ""dubbing the city's Housing Authority the worst landlord of the year"")], [('Action-1', 'took a parting shot'), ('Target-1', 'de Blasio administration')], [('Action-1', ""dubbing the city's Housing Authority the worst landlord of the year""), ('Target-1', 'de Blasio administration')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,True,"[('Source-1', 'Public Advocate Letitia James', 9), ('Action-1', 'took a parting shot', 39), ('Target-1', 'de Blasio administration', 66), ('Time', 'Wednesday', 94)]","[[('Source-1', 'Public Advocate Letitia James'), ('Action-1', 'took a parting shot')], [('Action-1', 'took a parting shot'), ('Target-1', 'de Blasio administration')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,,True,"[('Source-1', 'Public Advocate Letitia James', 9), ('Action-1', 'took a parting shot', 39), ('Target-1', 'de Blasio administration', 66), ('Time', 'Wednesday', 94), ('Action-1', 'dubbing', 107), ('Target-1', 'Housing Authority', 126)]","[[('Source-1', 'Public Advocate Letitia James'), ('Action-1', 'took a parting shot')], [('Source-1', 'Public Advocate Letitia James'), ('Action-1', 'dubbing')], [('Action-1', 'took a parting shot'), ('Target-1', 'de Blasio administration')], [('Action-1', 'dubbing'), ('Target-1', 'Housing Authority')]]",True,3-Verbal Conflict,3-11 Disapprove,,,,,,
aFgj6sjIVzk84X8IEXhi6oUZYI3G-cameo_100.csv_75,"No. 26 sentences 'People with dead-like faces are sitting along the former streets on bundles,' he said.",No. 26 ,"'People with dead-like faces are sitting along the former streets on bundles,' he said.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
ai3XfB8wTjgjd9Gas08Ml6HvnXLG-cameo_100.csv_82,"No. 19 sentences SINGAPORE: Aluminaid Team Singapore, which gave up its mission to scale Mount Everest following the Nepal earthquake, landed safely at Changi Airport on Monday night (May 4).",No. 19 ,"SINGAPORE: Aluminaid Team Singapore, which gave up its mission to scale Mount Everest following the Nepal earthquake, landed safely at Changi Airport on Monday night (May 4).",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
acLgrxy0BjHHUl6I2cO98HglNg_S-cameo_100.csv_80,"No. 21 sentences May 1, 2013 -- Talk to a teenager of color living in Harlem or the Bronx and chances are they will have a story to tell about life under ""stop and frisk.""",No. 21 ,"May 1, 2013 -- Talk to a teenager of color living in Harlem or the Bronx and chances are they will have a story to tell about life under ""stop and frisk.""",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
a.OcoCrfrC44p9lm24VkX5f5SuRe-cameo_100.csv_79,"No. 22 sentences RADOVICH, Raymund - Passed away peacefully on September 24, 2003 at the age of 82, after a short bout of pneumonia.",No. 22 ,"RADOVICH, Raymund - Passed away peacefully on September 24, 2003 at the age of 82, after a short bout of pneumonia.",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
a3EzdBAERoOXb3NAg7Y2KG1lX4py-cameo_100.csv_93,"No. 8 sentences U.S. public health officials, psychiatrists, grieving parents, outraged former patients and others are addressing the most bitterly divisive question in psychiatry: Do the drugs that doctors prescribe to relieve depression make some people more likely to c",No. 8 ,"U.S. public health officials, psychiatrists, grieving parents, outraged former patients and others are addressing the most bitterly divisive question in psychiatry: Do the drugs that doctors prescribe to relieve depression make some people more likely to c",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
aV.lR6Lh_em_nTM_DW2I8czut9_W-cameo_100.csv_94,"No. 7 sentences Despite the numerous obstacles and the fallout from occasional agency missteps, there are ways to move forward and make progress, according to a recent report that surveyed 62 federal chief human capital officers (CHCOs) and human resources (HR) leaders re",No. 7 ,"Despite the numerous obstacles and the fallout from occasional agency missteps, there are ways to move forward and make progress, according to a recent report that surveyed 62 federal chief human capital officers (CHCOs) and human resources (HR) leaders re",True,[],[],False,,,,,,,True,[],[],False,True,[],[],False,,,,,,,,True,[],[],False,,,,,,,,,True,[],[],False,,,,,,,,
